Plant,Date,Shift,Material Number,Bench,BWE,TWH,EWH,Stoppage,secs,BOUND HOURS,Time From,Time to,Duration,Group code,Cause code,stopcode,Remarks,Group code text,Cause code text
M002,31-12-2022,II,SF01OBURDEN,NSB,TAK II,06.15,06.15,01.45,6300,00.00,1400,1545,01.45,11,99,1199,RP circumferential wall correction,BWE MM,Other works
M002,31-12-2022,III,SF01OBURDEN,NSB,1420,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,33,01,3301,Over haul,Planned SME OH,Over haul
M002,31-12-2022,III,SF01OBURDEN,NSB,1422,05.40,05.40,02.20,8400,00.00,2335,2350,00.15,44,99,4499,NS6 ply piece cutting,Conveyor Vulcanising,Others
M002,31-12-2022,III,SF01OBURDEN,NSB,1422,05.40,05.40,02.20,8400,00.00,0025,0035,00.10,45,01,4501,NS2 Line  roller changing/removal,Conveyor CMM,Line  roller changing/removal
M002,31-12-2022,III,SF01OBURDEN,NSB,1422,05.40,05.40,02.20,8400,00.00,0145,0155,00.10,44,05,4405,NS1 Center core cutting,Conveyor Vulcanising,Center core cutting
M002,31-12-2022,III,SF01OBURDEN,NSB,1422,05.40,05.40,02.20,8400,00.00,0210,0220,00.10,44,05,4405,NS1 Center core cutting,Conveyor Vulcanising,Center core cutting
M002,31-12-2022,III,SF01OBURDEN,NSB,1422,05.40,05.40,02.20,8400,00.00,0240,0255,00.15,48,16,4816,NS2 Electrical work/trouble.,Conveyor Electrical,Electrical work/trouble.
M002,31-12-2022,III,SF01OBURDEN,NSB,1422,05.40,05.40,02.20,8400,00.00,0340,0410,00.30,44,09,4409,NS6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,31-12-2022,III,SF01OBURDEN,NSB,1422,05.40,05.40,02.20,8400,00.00,0430,0450,00.20,40,05,4005,NS5 TE cleaning,Conveyor Operation,TE cleaning
M002,31-12-2022,III,SF01OBURDEN,NSB,1422,05.40,05.40,02.20,8400,00.00,0500,0530,00.30,40,05,4005,NS6 TE cleaning,Conveyor Operation,TE cleaning
M002,31-12-2022,III,SF01OBURDEN,NSB,L&T 2,05.40,05.40,02.20,8400,00.00,2335,2350,00.15,44,99,4499,NS6 ply piece cutting,Conveyor Vulcanising,Others
M002,31-12-2022,III,SF01OBURDEN,NSB,L&T 2,05.40,05.40,02.20,8400,00.00,0025,0035,00.10,45,01,4501,NS2 Line  roller changing/removal,Conveyor CMM,Line  roller changing/removal
M002,31-12-2022,III,SF01OBURDEN,NSB,L&T 2,05.40,05.40,02.20,8400,00.00,0145,0155,00.10,44,05,4405,NS1 Center core cutting,Conveyor Vulcanising,Center core cutting
M002,31-12-2022,III,SF01OBURDEN,NSB,L&T 2,05.40,05.40,02.20,8400,00.00,0210,0220,00.10,44,05,4405,NS1 Center core cutting,Conveyor Vulcanising,Center core cutting
M002,31-12-2022,III,SF01OBURDEN,NSB,L&T 2,05.40,05.40,02.20,8400,00.00,0240,0255,00.15,48,16,4816,NS2 Electrical work/trouble.,Conveyor Electrical,Electrical work/trouble.
M002,31-12-2022,III,SF01OBURDEN,NSB,L&T 2,05.40,05.40,02.20,8400,00.00,0340,0410,00.30,44,09,4409,NS6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,31-12-2022,III,SF01OBURDEN,NSB,L&T 2,05.40,05.40,02.20,8400,00.00,0430,0450,00.20,40,05,4005,NS5 TE cleaning,Conveyor Operation,TE cleaning
M002,31-12-2022,III,SF01OBURDEN,NSB,L&T 2,05.40,05.40,02.20,8400,00.00,0500,0530,00.30,40,05,4005,NS6 TE cleaning,Conveyor Operation,TE cleaning
M002,31-12-2022,III,SF01OBURDEN,NSB,TAK II,05.40,05.40,02.20,8400,00.00,2335,2350,00.15,44,99,4499,NS6 ply piece cutting,Conveyor Vulcanising,Others
M002,31-12-2022,III,SF01OBURDEN,NSB,TAK II,05.40,05.40,02.20,8400,00.00,0025,0035,00.10,45,01,4501,NS2 Roller removal,Conveyor CMM,Line  roller changing/removal
M002,31-12-2022,III,SF01OBURDEN,NSB,TAK II,05.40,05.40,02.20,8400,00.00,0145,0155,00.10,44,05,4405,NS1 Center core cutting,Conveyor Vulcanising,Center core cutting
M002,31-12-2022,III,SF01OBURDEN,NSB,TAK II,05.40,05.40,02.20,8400,00.00,0210,0220,00.10,44,05,4405,NS1 Center core cutting,Conveyor Vulcanising,Center core cutting
M002,31-12-2022,III,SF01OBURDEN,NSB,TAK II,05.40,05.40,02.20,8400,00.00,0240,0255,00.15,48,16,4816,NS2 Electrical work/trouble.,Conveyor Electrical,Electrical work/trouble.
M002,31-12-2022,III,SF01OBURDEN,NSB,TAK II,05.40,05.40,02.20,8400,00.00,0340,0410,00.30,44,09,4409,NS6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,31-12-2022,III,SF01OBURDEN,NSB,TAK II,05.40,05.40,02.20,8400,00.00,0430,0450,00.20,40,05,4005,NS5 TE cleaning,Conveyor Operation,TE cleaning
M002,31-12-2022,III,SF01OBURDEN,NSB,TAK II,05.40,05.40,02.20,8400,00.00,0500,0530,00.30,40,05,4005,NS6 TE cleaning,Conveyor Operation,TE cleaning
M002,01-12-2022,I,SF01OBURDEN,SBS,1448,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing",Planned Track shifting,Shifting
M002,01-12-2022,I,SF01OBURDEN,SBS,TAK I,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing",Planned Track shifting,Shifting
M002,01-12-2022,II,SF01OBURDEN,SBS,1448,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing",Planned Track shifting,Shifting
M002,01-12-2022,II,SF01OBURDEN,SBS,L&T 2,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing",Planned Track shifting,Shifting
M002,01-12-2022,II,SF01OBURDEN,SBS,TAK I,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing",Planned Track shifting,Shifting
M002,01-12-2022,III,SF01OBURDEN,SBS,1448,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing",Planned Track shifting,Shifting
M002,01-12-2022,III,SF01OBURDEN,SBS,TAK I,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing",Planned Track shifting,Shifting
M002,02-12-2022,I,SF01OBURDEN,SBS,1448,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing",Planned Track shifting,Shifting
M002,02-12-2022,I,SF01OBURDEN,SBS,TAK I,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing",Planned Track shifting,Shifting
M002,02-12-2022,II,SF01OBURDEN,SBS,1448,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing",Planned Track shifting,Shifting
M002,02-12-2022,II,SF01OBURDEN,SBS,TAK I,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing",Planned Track shifting,Shifting
M002,02-12-2022,III,SF01OBURDEN,SBS,1448,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing",Planned Track shifting,Shifting
M002,02-12-2022,III,SF01OBURDEN,SBS,TAK I,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing",Planned Track shifting,Shifting
M002,03-12-2022,I,SF01OBURDEN,SBS,1448,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing & S2,S3 piece belt chan",Planned Track shifting,Shifting
M002,03-12-2022,I,SF01OBURDEN,SBS,TAK I,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing & S2,S3 piece belt chan",Planned Track shifting,Shifting
M002,03-12-2022,II,SF01OBURDEN,SBS,1448,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing & S2,S3 piece belt chan",Planned Track shifting,Shifting
M002,03-12-2022,II,SF01OBURDEN,SBS,TAK I,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing & S2,S3 piece belt chan",Planned Track shifting,Shifting
M002,03-12-2022,III,SF01OBURDEN,SBS,1448,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing & S2,S3 piece belt chan",Planned Track shifting,Shifting
M002,03-12-2022,III,SF01OBURDEN,SBS,TAK I,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing & S2,S3 piece belt chan",Planned Track shifting,Shifting
M002,04-12-2022,I,SF01OBURDEN,SBS,1448,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing & S2,S3 Piece belt chan",Planned Track shifting,Shifting
M002,04-12-2022,I,SF01OBURDEN,SBS,TAK I,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing & S2,S3 Piece belt chan",Planned Track shifting,Shifting
M002,04-12-2022,II,SF01OBURDEN,SBS,1448,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing & S2,S3 Piece belt chan",Planned Track shifting,Shifting
M002,04-12-2022,II,SF01OBURDEN,SBS,TAK I,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing & S2,S3 Piece belt chan",Planned Track shifting,Shifting
M002,04-12-2022,III,SF01OBURDEN,SBS,1448,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing & S2,S3 Piece belt chan",Planned Track shifting,Shifting
M002,04-12-2022,III,SF01OBURDEN,SBS,TAK I,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,37,04,3704,"S5,S6 Shifting & Piece belt changing & S2,S3 Piece belt chan",Planned Track shifting,Shifting
M002,05-12-2022,I,SF01OBURDEN,SBS,1448,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,94,04,9404,S3 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,05-12-2022,I,SF01OBURDEN,SBS,TAK I,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,94,04,9404,S3 Piece belt changing,Unplanned Vulcanising,Conveyor unplanned vulcanising
M002,05-12-2022,II,SF01OBURDEN,SBS,1448,03.00,03.00,05.00,18000,00.00,1400,1900,05.00,37,04,3704,S6 Shifting,Planned Track shifting,Shifting
M002,05-12-2022,II,SF01OBURDEN,SBS,TAK I,03.00,03.00,05.00,18000,00.00,1400,1900,05.00,37,04,3704,S6 Shifting,Planned Track shifting,Shifting
M002,05-12-2022,III,SF01OBURDEN,SBS,1448,07.25,07.25,00.35,2100,00.00,2245,2300,00.15,44,99,4499,S5 Edge core cutting,Conveyor Vulcanising,Others
M002,05-12-2022,III,SF01OBURDEN,SBS,1448,07.25,07.25,00.35,2100,00.00,2300,2320,00.20,45,01,4501,"S6, S5 3part roller removal",Conveyor CMM,Line  roller changing/removal
M002,05-12-2022,III,SF01OBURDEN,SBS,TAK I,07.25,07.25,00.35,2100,00.00,2245,2300,00.15,44,99,4499,S5 Edge core cutting,Conveyor Vulcanising,Others
M002,05-12-2022,III,SF01OBURDEN,SBS,TAK I,07.25,07.25,00.35,2100,00.00,2300,2320,00.20,45,01,4501,"S6, S5 3part roller removal",Conveyor CMM,Line  roller changing/removal
M002,06-12-2022,I,SF01OBURDEN,SBS,1448,03.40,03.40,04.20,15600,00.00,0600,0630,00.30,44,12,4412,"S5,S6 TE Cleaning due to through cut",Conveyor Vulcanising,Through cut repair work
M002,06-12-2022,I,SF01OBURDEN,SBS,1448,03.40,03.40,04.20,15600,00.00,0820,0840,00.20,45,01,4501,S3 Frame no : 17 Roller fixing,Conveyor CMM,Line  roller changing/removal
M002,06-12-2022,I,SF01OBURDEN,SBS,1448,03.40,03.40,04.20,15600,00.00,1000,1200,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,06-12-2022,I,SF01OBURDEN,SBS,1448,03.40,03.40,04.20,15600,00.00,1200,1300,01.00,45,01,4501,"S1,S6 Roller fixing",Conveyor CMM,Line  roller changing/removal
M002,06-12-2022,I,SF01OBURDEN,SBS,1448,03.40,03.40,04.20,15600,00.00,1300,1330,00.30,45,01,4501,"S2,S3,S6 Return roller",Conveyor CMM,Line  roller changing/removal
M002,06-12-2022,I,SF01OBURDEN,SBS,TAK I,03.40,03.40,04.20,15600,00.00,0600,0630,00.30,44,12,4412,"S5,S6 TE Cleaning due to through cut",Conveyor Vulcanising,Through cut repair work
M002,06-12-2022,I,SF01OBURDEN,SBS,TAK I,03.40,03.40,04.20,15600,00.00,0820,0840,00.20,45,01,4501,S3 Frame no : 17 Roller fixing,Conveyor CMM,Line  roller changing/removal
M002,06-12-2022,I,SF01OBURDEN,SBS,TAK I,03.40,03.40,04.20,15600,00.00,1000,1200,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,06-12-2022,I,SF01OBURDEN,SBS,TAK I,03.40,03.40,04.20,15600,00.00,1200,1300,01.00,45,01,4501,"S1,S6 Roller fixing",Conveyor CMM,Line  roller changing/removal
M002,06-12-2022,I,SF01OBURDEN,SBS,TAK I,03.40,03.40,04.20,15600,00.00,1300,1330,00.30,45,01,4501,"S2,S3,S6 Return roller",Conveyor CMM,Line  roller changing/removal
M002,06-12-2022,II,SF01OBURDEN,SBS,1448,06.30,06.30,01.30,5400,00.00,1815,1930,01.15,44,09,4409,S2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,06-12-2022,II,SF01OBURDEN,SBS,1448,06.30,06.30,01.30,5400,00.00,1930,1945,00.15,45,01,4501,"S2,S5 Roller removal",Conveyor CMM,Line  roller changing/removal
M002,06-12-2022,II,SF01OBURDEN,SBS,TAK I,06.00,06.00,02.00,7200,00.00,1530,1600,00.30,10,12,1012,M/C Movement towards TE Cut,BWE Operation,BWE Repostioning/movement
M002,06-12-2022,II,SF01OBURDEN,SBS,TAK I,06.00,06.00,02.00,7200,00.00,1600,1615,00.15,45,01,4501,"S2,S5 Roller removal",Conveyor CMM,Line  roller changing/removal
M002,06-12-2022,II,SF01OBURDEN,SBS,TAK I,06.00,06.00,02.00,7200,00.00,1815,1930,01.15,44,09,4409,S2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,06-12-2022,III,SF01OBURDEN,SBS,1448,06.40,06.40,01.20,4800,00.00,2200,2230,00.30,44,99,4499,S6 Edge core cutting,Conveyor Vulcanising,Others
M002,06-12-2022,III,SF01OBURDEN,SBS,1448,06.40,06.40,01.20,4800,00.00,2230,2300,00.30,44,12,4412,S2 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
M002,06-12-2022,III,SF01OBURDEN,SBS,1448,06.40,06.40,01.20,4800,00.00,2300,2320,00.20,45,01,4501,"S6,S5 Return roller",Conveyor CMM,Line  roller changing/removal
M002,06-12-2022,III,SF01OBURDEN,SBS,TAK I,06.40,06.40,01.20,4800,00.00,2200,2230,00.30,44,99,4499,S6 Edge core cutting,Conveyor Vulcanising,Others
M002,06-12-2022,III,SF01OBURDEN,SBS,TAK I,06.40,06.40,01.20,4800,00.00,2230,2300,00.30,44,12,4412,S2 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
M002,06-12-2022,III,SF01OBURDEN,SBS,TAK I,06.40,06.40,01.20,4800,00.00,2300,2320,00.20,45,01,4501,"S6,S5 Return roller",Conveyor CMM,Line  roller changing/removal
M002,07-12-2022,I,SF01OBURDEN,SBS,1448,04.15,04.15,03.45,13500,00.00,0600,0645,00.45,44,12,4412,S2 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
M002,07-12-2022,I,SF01OBURDEN,SBS,1448,04.15,04.15,03.45,13500,00.00,0700,0715,00.15,60,99,6099,231 to SPR-11 Sequence cable problem,Spreader Operation,Others
M002,07-12-2022,I,SF01OBURDEN,SBS,1448,04.15,04.15,03.45,13500,00.00,0830,0900,00.30,44,12,4412,S5 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
M002,07-12-2022,I,SF01OBURDEN,SBS,1448,04.15,04.15,03.45,13500,00.00,1015,1215,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,07-12-2022,I,SF01OBURDEN,SBS,1448,04.15,04.15,03.45,13500,00.00,1215,1230,00.15,45,01,4501,S2 Roller fixing,Conveyor CMM,Line  roller changing/removal
M002,07-12-2022,I,SF01OBURDEN,SBS,1571,00.15,00.15,07.45,27900,00.00,0600,0800,02.00,10,01,1001,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
M002,07-12-2022,I,SF01OBURDEN,SBS,1571,00.15,00.15,07.45,27900,00.00,0800,1000,02.00,10,12,1012,BWE Repostioning/movement,BWE Operation,BWE Repostioning/movement
M002,07-12-2022,I,SF01OBURDEN,SBS,1571,00.15,00.15,07.45,27900,00.00,1000,1200,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,07-12-2022,I,SF01OBURDEN,SBS,1571,00.15,00.15,07.45,27900,00.00,1200,1345,01.45,10,12,1012,BWE Repostioning/movement for S3 Conveyor loading,BWE Operation,BWE Repostioning/movement
M002,07-12-2022,I,SF01OBURDEN,SBS,TAK I,04.15,04.15,03.45,13500,00.00,0600,0645,00.45,44,12,4412,S2 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
M002,07-12-2022,I,SF01OBURDEN,SBS,TAK I,04.15,04.15,03.45,13500,00.00,0700,0715,00.15,60,99,6099,231 to SPR-11 Sequence cable problem,Spreader Operation,Others
M002,07-12-2022,I,SF01OBURDEN,SBS,TAK I,04.15,04.15,03.45,13500,00.00,0830,0900,00.30,44,12,4412,S5 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
M002,07-12-2022,I,SF01OBURDEN,SBS,TAK I,04.15,04.15,03.45,13500,00.00,1015,1215,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,07-12-2022,I,SF01OBURDEN,SBS,TAK I,04.15,04.15,03.45,13500,00.00,1215,1230,00.15,45,01,4501,S2 Roller fixing,Conveyor CMM,Line  roller changing/removal
M002,07-12-2022,II,SF01OBURDEN,SBS,1448,06.00,06.00,02.00,7200,00.00,1600,1700,01.00,44,09,4409,S2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,07-12-2022,II,SF01OBURDEN,SBS,1448,06.00,06.00,02.00,7200,00.00,1700,1730,00.30,18,16,1816,M/C Belt-3 not started - Electrical trouble,BWE Electrical,Electrical work/trouble.
M002,07-12-2022,II,SF01OBURDEN,SBS,1448,06.00,06.00,02.00,7200,00.00,1800,1830,00.30,44,12,4412,S2 & S5 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
M002,07-12-2022,II,SF01OBURDEN,SBS,1571,04.25,04.25,03.35,12900,00.00,1700,1745,00.45,20,99,2099,MTC-5 Re-positioning,MTC Operation,Others
M002,07-12-2022,II,SF01OBURDEN,SBS,1571,04.25,04.25,03.35,12900,00.00,1745,1815,00.30,21,99,2199,MTC-11 R/B Hopper cleaning,MTC MM,Other works
M002,07-12-2022,II,SF01OBURDEN,SBS,1571,04.25,04.25,03.35,12900,00.00,1900,2050,01.50,21,04,2104,MTC-11 RHS track De-railed & re-railed,MTC MM,Mc Derailed Track/Roller/Cam/Pin - Reposition/Chg/Repair
M002,07-12-2022,II,SF01OBURDEN,SBS,1571,04.25,04.25,03.35,12900,00.00,2050,2120,00.30,21,30,2130,MTC-11 CRD Drive chain came out & re-fixing,MTC MM,Mc Cable Drum chain/Roller - Adj/Chg/Bolt fixing/Tensioning
M002,07-12-2022,II,SF01OBURDEN,SBS,TAK I,06.30,06.30,01.30,5400,00.00,1600,1700,01.00,44,09,4409,S2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,07-12-2022,II,SF01OBURDEN,SBS,TAK I,06.30,06.30,01.30,5400,00.00,1700,1730,00.30,44,12,4412,S2 & S5 TE Cleaning due to through cut,Conveyor Vulcanising,Through cut repair work
M002,07-12-2022,III,SF01OBURDEN,SBS,1448,06.15,06.15,01.45,6300,00.00,2230,2245,00.15,44,99,4499,S5 Edge core cutting,Conveyor Vulcanising,Others
M002,07-12-2022,III,SF01OBURDEN,SBS,1448,06.15,06.15,01.45,6300,00.00,0315,0445,01.30,44,09,4409,"S2, S5 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
M002,07-12-2022,III,SF01OBURDEN,SBS,1571,06.15,06.15,01.45,6300,00.00,2230,2245,00.15,44,99,4499,S5 Edge core cutting,Conveyor Vulcanising,Others
M002,07-12-2022,III,SF01OBURDEN,SBS,1571,06.15,06.15,01.45,6300,00.00,0315,0445,01.30,44,09,4409,"S2, S5 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
M002,07-12-2022,III,SF01OBURDEN,SBS,TAK I,06.15,06.15,01.45,6300,00.00,2230,2245,00.15,44,99,4499,S5 Edge core cutting,Conveyor Vulcanising,Others
M002,07-12-2022,III,SF01OBURDEN,SBS,TAK I,06.15,06.15,01.45,6300,00.00,0315,0445,01.30,44,09,4409,"S2, S5 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
M002,08-12-2022,I,SF01OBURDEN,SBS,1448,02.30,02.30,05.30,19800,00.00,0600,0630,00.30,44,12,4412,"T5, T2 TE Cleaning due to through cut",Conveyor Vulcanising,Through cut repair work
M002,08-12-2022,I,SF01OBURDEN,SBS,1448,02.30,02.30,05.30,19800,00.00,0700,0730,00.30,10,01,1001,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
M002,08-12-2022,I,SF01OBURDEN,SBS,1448,02.30,02.30,05.30,19800,00.00,0730,0800,00.30,45,01,4501,"S2, S6 Roller removal",Conveyor CMM,Line  roller changing/removal
M002,08-12-2022,I,SF01OBURDEN,SBS,1448,02.30,02.30,05.30,19800,00.00,1000,1200,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,08-12-2022,I,SF01OBURDEN,SBS,1448,02.30,02.30,05.30,19800,00.00,1200,1230,00.30,44,09,4409,S2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,08-12-2022,I,SF01OBURDEN,SBS,1448,02.30,02.30,05.30,19800,00.00,1230,1400,01.30,18,01,1801,RP Motor alignment,BWE Electrical,Motor inspn/trouble/work.
M002,08-12-2022,I,SF01OBURDEN,SBS,1571,02.00,02.00,06.00,21600,00.00,0600,0630,00.30,44,12,4412,"T5, T2 TE Cleaning due to through cut",Conveyor Vulcanising,Through cut repair work
M002,08-12-2022,I,SF01OBURDEN,SBS,1571,02.00,02.00,06.00,21600,00.00,0800,1000,02.00,21,01,2101,MTC-11 RHS track plate got cut & changing,MTC MM,Mc Track Plate (1/2pad) Chg/Repair works
M002,08-12-2022,I,SF01OBURDEN,SBS,1571,02.00,02.00,06.00,21600,00.00,1000,1200,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,08-12-2022,I,SF01OBURDEN,SBS,1571,02.00,02.00,06.00,21600,00.00,1200,1330,01.30,21,30,2130,MTC-II Cable drum main chain got cut,MTC MM,Mc Cable Drum chain/Roller - Adj/Chg/Bolt fixing/Tensioning
M002,08-12-2022,I,SF01OBURDEN,SBS,TAK I,04.30,04.30,03.30,12600,00.00,0600,0630,00.30,44,12,4412,"T5, T2 TE Cleaning due to through cut",Conveyor Vulcanising,Through cut repair work
M002,08-12-2022,I,SF01OBURDEN,SBS,TAK I,04.30,04.30,03.30,12600,00.00,1000,1200,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,08-12-2022,I,SF01OBURDEN,SBS,TAK I,04.30,04.30,03.30,12600,00.00,1200,1230,00.30,44,09,4409,S2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,08-12-2022,I,SF01OBURDEN,SBS,TAK I,04.30,04.30,03.30,12600,00.00,1230,1300,00.30,45,01,4501,"S2, S6 Roller removal",Conveyor CMM,Line  roller changing/removal
M002,08-12-2022,II,SF01OBURDEN,SBS,1448,07.00,07.00,01.00,3600,00.00,1400,1430,00.30,45,01,4501,"S2, S5 Roller removal",Conveyor CMM,Line  roller changing/removal
M002,08-12-2022,II,SF01OBURDEN,SBS,1448,07.00,07.00,01.00,3600,00.00,1430,1445,00.15,45,01,4501,S3 Roller fixing,Conveyor CMM,Line  roller changing/removal
M002,08-12-2022,II,SF01OBURDEN,SBS,1448,07.00,07.00,01.00,3600,00.00,1445,1500,00.15,10,01,1001,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
M002,08-12-2022,II,SF01OBURDEN,SBS,1571,05.45,05.45,02.15,8100,00.00,1400,1430,00.30,45,01,4501,"S2, S5 Roller removal",Conveyor CMM,Line  roller changing/removal
M002,08-12-2022,II,SF01OBURDEN,SBS,1571,05.45,05.45,02.15,8100,00.00,1430,1445,00.15,45,01,4501,S3 Roller fixing,Conveyor CMM,Line  roller changing/removal
M002,08-12-2022,II,SF01OBURDEN,SBS,1571,05.45,05.45,02.15,8100,00.00,1445,1530,00.45,10,01,1001,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
M002,08-12-2022,II,SF01OBURDEN,SBS,1571,05.45,05.45,02.15,8100,00.00,1530,1615,00.45,20,99,2099,MTC-11 & MTC-5 Re-positioning,MTC Operation,Others
M002,08-12-2022,II,SF01OBURDEN,SBS,TAK I,07.15,07.15,00.45,2700,00.00,1400,1430,00.30,45,01,4501,"S2, S5 Roller removal",Conveyor CMM,Line  roller changing/removal
M002,08-12-2022,II,SF01OBURDEN,SBS,TAK I,07.15,07.15,00.45,2700,00.00,1430,1445,00.15,45,01,4501,S3 Roller fixing,Conveyor CMM,Line  roller changing/removal
M002,08-12-2022,III,SF01OBURDEN,SBS,1448,05.55,05.55,02.05,7500,00.00,0200,0215,00.15,10,12,1012,BWE Repostioning/movement,BWE Operation,BWE Repostioning/movement
M002,08-12-2022,III,SF01OBURDEN,SBS,1448,05.55,05.55,02.05,7500,00.00,0215,0245,00.30,10,16,1016,Cross drain pipe removal from cut face,BWE Operation,Foreign material removal from cutface
M002,08-12-2022,III,SF01OBURDEN,SBS,1448,05.55,05.55,02.05,7500,00.00,0440,0510,00.30,44,09,4409,S2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,08-12-2022,III,SF01OBURDEN,SBS,1448,05.55,05.55,02.05,7500,00.00,0510,0600,00.50,40,05,4005,"S2,S5 TE Cleaning",Conveyor Operation,TE cleaning
M002,08-12-2022,III,SF01OBURDEN,SBS,1571,05.25,05.25,02.35,9300,00.00,2200,2300,01.00,00,99,0099,want of SME operator for MTC-11,Common Operation,Others
M002,08-12-2022,III,SF01OBURDEN,SBS,1571,05.25,05.25,02.35,9300,00.00,0200,0245,00.45,10,01,1001,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
M002,08-12-2022,III,SF01OBURDEN,SBS,1571,05.25,05.25,02.35,9300,00.00,0510,0600,00.50,40,05,4005,"S2,S5 TE Cleaning",Conveyor Operation,TE cleaning
