Duration,Group code,Cause code,stopcode,Remarks,Group code text,Cause code text
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.15,44.0,9.0,4409.0,"NS6,NS7 BTR Clamp fixing & NS6 TE Primary roller changing",Conveyor Vulcanising,BTR Clamp fixing
00.30,44.0,5.0,4405.0,"NS6 Center core cutting single core 3 meter, NS7 center core",Conveyor Vulcanising,Center core cutting
00.10,45.0,1.0,4501.0,NS1 Frame no:179 roller removal,Conveyor CMM,Line  roller changing/removal
00.15,44.0,5.0,4405.0,NS7 Center core cutting single core 1meter,Conveyor Vulcanising,Center core cutting
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.15,44.0,9.0,4409.0,"NS6,NS7 BTR Clamp fixing & NS6 TE Primary roller changing",Conveyor Vulcanising,BTR Clamp fixing
00.30,44.0,5.0,4405.0,"NS6 Center core cutting single core 3 meter, NS7 center core",Conveyor Vulcanising,Center core cutting
00.10,45.0,1.0,4501.0,NS1 Frame no:179 roller removal,Conveyor CMM,Line  roller changing/removal
00.15,44.0,5.0,4405.0,NS7 Center core cutting single core 1meter,Conveyor Vulcanising,Center core cutting
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.15,44.0,9.0,4409.0,"NS6,NS7 BTR Clamp fixing & NS6 TE Primary roller changing",Conveyor Vulcanising,BTR Clamp fixing
08.00,33.0,1.0,3301.0,Machine at Over haul,Planned SME OH,Over haul
00.10,45.0,1.0,4501.0,NS1 conveyor 3part roller removal,Conveyor CMM,Line  roller changing/removal
00.30,44.0,9.0,4409.0,NS4 conveyor BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.30,48.0,16.0,4816.0,NS2 Electrical problem,Conveyor Electrical,Electrical work/trouble.
00.20,40.0,5.0,4005.0,NS1 conveyor TE cleaning,Conveyor Operation,TE cleaning
00.15,10.0,1.0,1001.0,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
00.10,45.0,1.0,4501.0,NS1 conveyor 3part roller removal,Conveyor CMM,Line  roller changing/removal
00.30,44.0,9.0,4409.0,NS4 conveyor BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.30,48.0,16.0,4816.0,NS2 Electrical problem,Conveyor Electrical,Electrical work/trouble.
00.20,40.0,5.0,4005.0,NS1 conveyor TE cleaning,Conveyor Operation,TE cleaning
00.15,10.0,1.0,1001.0,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
00.10,45.0,1.0,4501.0,NS1 conveyor 3part roller removal,Conveyor CMM,Line  roller changing/removal
00.30,44.0,9.0,4409.0,NS4 conveyor BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.30,48.0,16.0,4816.0,NS2 Electrical problem,Conveyor Electrical,Electrical work/trouble.
00.20,40.0,5.0,4005.0,NS1 conveyor TE cleaning,Conveyor Operation,TE cleaning
00.15,10.0,1.0,1001.0,BWE Track Area Preparation,BWE Operation,BWE Track Area Preparation
08.00,33.0,1.0,3301.0,Machine at Over haul,Planned SME OH,Over haul
00.15,44.0,9.0,4409.0,NS6  center core cutting & BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,5.0,4405.0,NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
00.45,44.0,9.0,4409.0,NS5 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.30,45.0,1.0,4501.0,NS5 roller removal & NS4 center core cutting,Conveyor CMM,Line  roller changing/removal
00.20,44.0,5.0,4405.0,NS6 & NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
00.15,44.0,9.0,4409.0,NS6  center core cutting & BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,5.0,4405.0,NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
00.45,44.0,9.0,4409.0,NS5 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.30,45.0,1.0,4501.0,NS5 roller removal & NS4 center core cutting,Conveyor CMM,Line  roller changing/removal
00.20,44.0,5.0,4405.0,NS6 & NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
08.00,7.0,21.0,721.0,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
08.00,33.0,1.0,3301.0,Machine at Over haul,Planned SME OH,Over haul
00.20,44.0,5.0,4405.0,NS5 conveyor Center core cutting(1 meter single core),Conveyor Vulcanising,Center core cutting
00.10,44.0,5.0,4405.0,NS6conveyor Center core cutting(1 meter single core),Conveyor Vulcanising,Center core cutting
00.10,44.0,5.0,4405.0,NS6 conveyor Center core cutting(1 1/2meter single core),Conveyor Vulcanising,Center core cutting
00.10,44.0,5.0,4405.0,NS6 conveyor Center core cutting(1 1/2 meter single core),Conveyor Vulcanising,Center core cutting
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
01.30,44.0,9.0,4409.0,"NS5,NS6,NS7 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.20,44.0,5.0,4405.0,NS5 conveyor Center core cutting(1 meter single core),Conveyor Vulcanising,Center core cutting
00.10,44.0,5.0,4405.0,NS6conveyor Center core cutting(1 meter single core),Conveyor Vulcanising,Center core cutting
00.10,44.0,5.0,4405.0,NS6 conveyor Center core cutting(1 1/2meter single core),Conveyor Vulcanising,Center core cutting
00.10,44.0,5.0,4405.0,NS6 conveyor Center core cutting(1 1/2 meter single core),Conveyor Vulcanising,Center core cutting
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
01.30,44.0,9.0,4409.0,"NS5,NS6,NS7 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.20,44.0,5.0,4405.0,NS5 conveyor Center core cutting(1 meter single core),Conveyor Vulcanising,Center core cutting
00.10,44.0,5.0,4405.0,NS5 conveyor Center core cutting(1 meter single core),Conveyor Vulcanising,Center core cutting
00.10,44.0,5.0,4405.0,NS5 conveyor Center core cutting(1/2 meter single core),Conveyor Vulcanising,Center core cutting
00.10,44.0,5.0,4405.0,NS5 conveyor Center core cutting(1/2  meter single core),Conveyor Vulcanising,Center core cutting
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
01.30,44.0,9.0,4409.0,"NS5,NS6,NS7 conveyor BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.20,44.0,5.0,4405.0,NS5 conveyor Center core cutting(1 meter single core),Conveyor Vulcanising,Center core cutting
00.10,44.0,5.0,4405.0,NS5 conveyor Center core cutting(1 meter single core),Conveyor Vulcanising,Center core cutting
00.10,44.0,5.0,4405.0,NS5 conveyor Center core cutting(1/2 meter single core),Conveyor Vulcanising,Center core cutting
00.10,44.0,5.0,4405.0,NS5 conveyor Center core cutting(1/2  meter single core),Conveyor Vulcanising,Center core cutting
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
01.30,44.0,9.0,4409.0,"NS5,NS6,NS7 conveyor BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
08.00,33.0,1.0,3301.0,Machine at Over haul,Planned SME OH,Over haul
03.00,44.0,9.0,4409.0,"NS5,NS6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.15,7.0,1.0,701.0,Rain,Common Miscellaneous,Rain
00.20,44.0,5.0,4405.0,NS6 conveyor Center core cutting(1 1/2 meter single core),Conveyor Vulcanising,Center core cutting
00.20,44.0,5.0,4405.0,NS7 conveyor center core cutting(1 1/2 meter single core),Conveyor Vulcanising,Center core cutting
00.15,44.0,6.0,4406.0,NS6 ply piece cutting,Conveyor Vulcanising,Belt piece Cutting
00.15,44.0,5.0,4405.0,NS6 Center core cutting,Conveyor Vulcanising,Center core cutting
03.00,44.0,9.0,4409.0,"NS5,NS6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.15,7.0,1.0,701.0,Rain,Common Miscellaneous,Rain
00.20,44.0,5.0,4405.0,NS6 conveyor Center core cutting(1 1/2 meter single core),Conveyor Vulcanising,Center core cutting
00.20,44.0,5.0,4405.0,NS7 conveyor center core cutting(1 1/2 meter single core),Conveyor Vulcanising,Center core cutting
00.15,44.0,6.0,4406.0,NS6 ply piece cutting,Conveyor Vulcanising,Belt piece Cutting
00.15,44.0,5.0,4405.0,NS6 Center core cutting,Conveyor Vulcanising,Center core cutting
03.00,44.0,9.0,4409.0,"NS5,NS6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.15,7.0,1.0,701.0,Rain,Common Miscellaneous,Rain
00.20,44.0,5.0,4405.0,NS6 conveyor Center core cutting(1 1/2 meter single core),Conveyor Vulcanising,Center core cutting
00.20,44.0,5.0,4405.0,NS7 conveyor Center core cutting(1 1/2 meter single core),Conveyor Vulcanising,Center core cutting
00.15,44.0,6.0,4406.0,NS6 ply piece cutting,Conveyor Vulcanising,Belt piece Cutting
00.15,44.0,5.0,4405.0,NS6 Center core cutting,Conveyor Vulcanising,Center core cutting
03.00,44.0,9.0,4409.0,"NS5,NS6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
00.15,7.0,1.0,701.0,Rain,Common Miscellaneous,Rain
00.20,44.0,5.0,4405.0,NS6 conveyor Center core cutting(1 1/2 meter single core),Conveyor Vulcanising,Center core cutting
00.20,44.0,5.0,4405.0,NS7 conveyor Center core cutting(1 1/2 meter single core),Conveyor Vulcanising,Center core cutting
00.15,44.0,6.0,4406.0,NS6 ply piece cutting,Conveyor Vulcanising,Belt piece Cutting
00.15,44.0,5.0,4405.0,NS6 Center core cutting,Conveyor Vulcanising,Center core cutting
08.00,33.0,1.0,3301.0,Machine at Over haul,Planned SME OH,Over haul
00.20,44.0,5.0,4405.0,NS6 Center core cutting,Conveyor Vulcanising,Center core cutting
00.30,45.0,99.0,4599.0,"NS5 BTR & NS5 TE""V"" wiper adjustment",Conveyor CMM,Others
02.00,44.0,9.0,4409.0,"NS5,NS6,NS7 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
01.15,8.0,1.0,801.0,Feeder No:122 tripped,Common Electrical,Feeder tripped on earth fault.
00.20,44.0,5.0,4405.0,NS6 Center core cutting,Conveyor Vulcanising,Center core cutting
00.30,45.0,99.0,4599.0,"NS5 BTR & NS5 TE""V"" wiper adjustment",Conveyor CMM,Others
02.00,44.0,9.0,4409.0,"NS5,NS6,NS7 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
01.15,8.0,1.0,801.0,Feeder No:122 tripped,Common Electrical,Feeder tripped on earth fault.
00.20,44.0,5.0,4405.0,NS6 Center core cutting,Conveyor Vulcanising,Center core cutting
00.30,44.0,9.0,4409.0,"NS5 BTR & NS5 TE""V"" wiper adjustment",Conveyor Vulcanising,BTR Clamp fixing
02.00,44.0,9.0,4409.0,"NS5,NS6 NS7 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
01.15,8.0,1.0,801.0,Feeder No:122 tripped,Common Electrical,Feeder tripped on earth fault.
00.20,44.0,5.0,4405.0,NS6 Center core cutting,Conveyor Vulcanising,Center core cutting
00.30,44.0,9.0,4409.0,"NS5 BTR & NS5 TE""V"" wiper adjustment",Conveyor Vulcanising,BTR Clamp fixing
02.00,44.0,9.0,4409.0,"NS5,NS6 NS7 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
03.45,8.0,1.0,801.0,Feeder No:122 tripped,Common Electrical,Feeder tripped on earth fault.
08.00,33.0,1.0,3301.0,Machine at Over haul,Planned SME OH,Over haul
03.00,44.0,9.0,4409.0,NS7 conveyor joint no.1231 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
04.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
01.00,94.0,4.0,9404.0,NS7 wek joint elimination joint no.1231,Unplanned Vulcanising,Conveyor unplanned vulcanising
03.00,44.0,9.0,4409.0,NS7 conveyor joint no.1231 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
04.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
01.00,94.0,4.0,9404.0,NS7 wek joint elimination joint no.1231,Unplanned Vulcanising,Conveyor unplanned vulcanising
03.00,44.0,9.0,4409.0,NS7 conveyor joint no.1231 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
04.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
01.00,94.0,4.0,9404.0,NS7 wek joint elimination joint no.1231,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,33.0,1.0,3301.0,Machine at Over haul,Planned SME OH,Over haul
08.00,94.0,4.0,9404.0,NS7 week joint elimination joint no.1231,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,NS7 week joint elimination joint no.1231,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,NS7 week joint elimination joint no.1231,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,33.0,1.0,3301.0,Machine at Over haul,Planned SME OH,Over haul
08.00,94.0,4.0,9404.0,NS7 week joint elimination joint no.1231,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,NS7 week joint elimination joint no.1231,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,NS7 week joint elimination joint no.1231,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,33.0,1.0,3301.0,Over haul,Planned SME OH,Over haul
08.00,94.0,4.0,9404.0,NS7 weak joint elimination,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,NS7 weak joint elimination,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,NS7 weak joint elimination,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,33.0,1.0,3301.0,Over haul,Planned SME OH,Over haul
01.30,94.0,4.0,9404.0,NS7 weak joint elimination,Unplanned Vulcanising,Conveyor unplanned vulcanising
00.15,44.0,5.0,4405.0,NS5 core cutting,Conveyor Vulcanising,Center core cutting
00.20,50.0,99.0,5099.0,Tripper D/Boom BDR cleaning,Tripper Operation,Others
00.20,45.0,1.0,4501.0,NS2 roller removal,Conveyor CMM,Line  roller changing/removal
00.20,45.0,1.0,4501.0,NS1 frame no.99/161 roller removal,Conveyor CMM,Line  roller changing/removal
00.15,40.0,99.0,4099.0,NS6 conveyor sec.drum area cleaning,Conveyor Operation,Other
01.30,94.0,4.0,9404.0,NS7 weak joint elimination,Unplanned Vulcanising,Conveyor unplanned vulcanising
00.15,44.0,5.0,4405.0,NS5 core cutting,Conveyor Vulcanising,Center core cutting
00.20,50.0,99.0,5099.0,Tripper D/Boom BDR cleaning,Tripper Operation,Others
00.20,45.0,1.0,4501.0,NS2 roller removal,Conveyor CMM,Line  roller changing/removal
00.20,45.0,1.0,4501.0,NS1 frame no.99/161 roller removal,Conveyor CMM,Line  roller changing/removal
00.15,40.0,99.0,4099.0,NS6 conveyor sec.drum area cleaning,Conveyor Operation,Other
01.30,94.0,4.0,9404.0,NS7 weak joint elimination,Unplanned Vulcanising,Conveyor unplanned vulcanising
00.15,44.0,5.0,4405.0,NS5 core cutting,Conveyor Vulcanising,Center core cutting
00.20,50.0,99.0,5099.0,Tripper D/Boom BDR cleaning,Tripper Operation,Others
00.20,45.0,1.0,4501.0,NS2 roller removal,Conveyor CMM,Line  roller changing/removal
00.20,45.0,1.0,4501.0,NS1 frame no.99/161 roller removal,Conveyor CMM,Line  roller changing/removal
00.15,40.0,99.0,4099.0,NS6 conveyor sec.drum area cleaning,Conveyor Operation,Other
08.00,33.0,1.0,3301.0,Over haul,Planned SME OH,Over haul
00.15,44.0,5.0,4405.0,NS6 Center core cutting,Conveyor Vulcanising,Center core cutting
00.30,44.0,12.0,4412.0,NS7 TE cleaning due to Through cut repair work,Conveyor Vulcanising,Through cut repair work
00.45,44.0,9.0,4409.0,NS6 BTR Clamp fixing & NS7 core cutting,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,9.0,4409.0,NS7 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.30,8.0,1.0,801.0,Feeder no.110 tripped,Common Electrical,Feeder tripped on earth fault.
00.15,44.0,5.0,4405.0,NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
00.15,44.0,5.0,4405.0,NS6 Center core cutting,Conveyor Vulcanising,Center core cutting
00.30,44.0,12.0,4412.0,NS7 TE cleaning due to Through cut repair work,Conveyor Vulcanising,Through cut repair work
00.45,44.0,9.0,4409.0,NS6 BTR Clamp fixing & NS7 core cutting,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,9.0,4409.0,NS7 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.30,8.0,1.0,801.0,Feeder no.110 tripped,Common Electrical,Feeder tripped on earth fault.
00.15,44.0,5.0,4405.0,NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
00.15,44.0,5.0,4405.0,NS6 Center core cutting,Conveyor Vulcanising,Center core cutting
00.30,44.0,12.0,4412.0,NS7 TE cleaning due to Through cut repair work,Conveyor Vulcanising,Through cut repair work
00.45,44.0,9.0,4409.0,NS6 BTR Clamp fixing & NS7 core cutting,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,9.0,4409.0,NS7 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
01.30,8.0,1.0,801.0,Feeder no.110 tripped,Common Electrical,Feeder tripped on earth fault.
00.15,44.0,5.0,4405.0,NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
08.00,33.0,1.0,3301.0,Machine at Over haul,Planned SME OH,Over haul
00.40,44.0,9.0,4409.0,NS6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.50,8.0,1.0,801.0,Feeder no:122 tripped,Common Electrical,Feeder tripped on earth fault.
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.30,44.0,9.0,4409.0,"NS5,NS6,NS7 BTR Clamp fixing & NS2 joint no.TAB 1181 found",Conveyor Vulcanising,BTR Clamp fixing
00.40,44.0,9.0,4409.0,NS6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.50,8.0,1.0,801.0,Feeder no:122 tripped,Common Electrical,Feeder tripped on earth fault.
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.30,44.0,9.0,4409.0,"NS5,NS6,NS7 BTR Clamp fixing & NS2 joint no.TAB 1181 found",Conveyor Vulcanising,BTR Clamp fixing
00.40,44.0,9.0,4409.0,NS6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.50,8.0,1.0,801.0,Feeder no:122 tripped,Common Electrical,Feeder tripped on earth fault.
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.30,44.0,9.0,4409.0,"NS5,NS6,NS7 BTR Clamp fixing & NS2 joint no.TAB 1181 found",Conveyor Vulcanising,BTR Clamp fixing
08.00,33.0,1.0,3301.0,Machine at Over haul,Planned SME OH,Over haul
04.15,45.0,22.0,4522.0,NS7 TE duck plate changing work,Conveyor CMM,TE deck plates changing & repair works
00.15,44.0,5.0,4405.0,NS5 core cutting 1/2m single & FR.no.S2 roller removal,Conveyor Vulcanising,Center core cutting
00.15,44.0,9.0,4409.0,NS6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,5.0,4405.0,NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
04.15,45.0,22.0,4522.0,NS7 TE duck plate changing work,Conveyor CMM,TE deck plates changing & repair works
00.15,44.0,5.0,4405.0,NS5 core cutting 1/2m single & FR.no.S2 roller removal,Conveyor Vulcanising,Center core cutting
00.15,44.0,9.0,4409.0,NS6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,5.0,4405.0,NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
04.15,45.0,22.0,4522.0,NS7 TE duck plate changing work,Conveyor CMM,TE deck plates changing & repair works
00.15,44.0,5.0,4405.0,NS5 core cutting 1/2m single & FR.no.S2 roller removal,Conveyor Vulcanising,Center core cutting
00.15,44.0,9.0,4409.0,NS6 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,5.0,4405.0,NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
08.00,33.0,1.0,3301.0,Machine at Over haul,Planned SME OH,Over haul
00.15,44.0,20.0,4420.0,NS7 TE cleaning due to throughcut,Conveyor Vulcanising,TE cleaning due to throughcut
00.15,44.0,16.0,4416.0,NS2 joint inspection.,Conveyor Vulcanising,joint/belt inspection.
01.30,44.0,9.0,4409.0,NS6 cold patching & BTR fixed,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,16.0,4416.0,NS2 joint  inspection.,Conveyor Vulcanising,joint/belt inspection.
00.40,44.0,20.0,4420.0,"NS6,NS5 TE cleaning due to throughcut",Conveyor Vulcanising,TE cleaning due to throughcut
00.50,44.0,20.0,4420.0,NS2 TE cleaning due to throughcut,Conveyor Vulcanising,TE cleaning due to throughcut
00.15,44.0,20.0,4420.0,NS7 TE cleaning due to throughcut,Conveyor Vulcanising,TE cleaning due to throughcut
00.15,44.0,16.0,4416.0,NS2 joint inspection.,Conveyor Vulcanising,joint/belt inspection.
01.30,44.0,9.0,4409.0,NS6 cold patching & BTR fixed,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,16.0,4416.0,NS2 joint  inspection.,Conveyor Vulcanising,joint/belt inspection.
00.40,44.0,20.0,4420.0,"NS6,NS5 TE cleaning due to throughcut",Conveyor Vulcanising,TE cleaning due to throughcut
00.50,44.0,20.0,4420.0,NS2 TE cleaning due to throughcut,Conveyor Vulcanising,TE cleaning due to throughcut
00.15,44.0,20.0,4420.0,NS7 TE cleaning due to throughcut,Conveyor Vulcanising,TE cleaning due to throughcut
00.15,44.0,16.0,4416.0,NS2 joint inspection.,Conveyor Vulcanising,joint/belt inspection.
01.30,44.0,9.0,4409.0,NS6 cold patching & BTR fixed,Conveyor Vulcanising,BTR Clamp fixing
00.15,44.0,16.0,4416.0,NS2 joint  inspection.,Conveyor Vulcanising,joint/belt inspection.
00.40,44.0,20.0,4420.0,"NS6,NS5 TE cleaning due to throughcut",Conveyor Vulcanising,TE cleaning due to throughcut
00.50,44.0,20.0,4420.0,NS2 TE cleaning due to throughcut,Conveyor Vulcanising,TE cleaning due to throughcut
08.00,33.0,1.0,3301.0,Machine at Over haul,Planned SME OH,Over haul
02.00,44.0,20.0,4420.0,"NS6,NS7 TE cleaning due to throughcut",Conveyor Vulcanising,TE cleaning due to throughcut
03.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.00,44.0,9.0,4409.0,"NS2,NS6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
02.00,44.0,20.0,4420.0,"NS6,NS7 TE cleaning due to throughcut",Conveyor Vulcanising,TE cleaning due to throughcut
03.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.00,44.0,9.0,4409.0,"NS2,NS6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
02.00,44.0,20.0,4420.0,"NS6,NS7 TE cleaning due to throughcut",Conveyor Vulcanising,TE cleaning due to throughcut
03.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
02.00,44.0,9.0,4409.0,"NS2,NS6 BTR Clamp fixing",Conveyor Vulcanising,BTR Clamp fixing
08.00,33.0,1.0,3301.0,Machine at Over haul,Planned SME OH,Over haul
00.15,40.0,99.0,4099.0,NS3 Roller protection switch acted,Conveyor Operation,Other
06.00,44.0,19.0,4419.0,NS2 Weak joint elimination,Conveyor Vulcanising,Weak joint elimination
00.15,40.0,99.0,4099.0,NS3 Roller protection switch acted,Conveyor Operation,Other
06.00,44.0,19.0,4419.0,NS2 Weak joint elimination,Conveyor Vulcanising,Weak joint elimination
00.15,40.0,99.0,4099.0,NS3 Roller protection switch acted,Conveyor Operation,Other
06.00,44.0,19.0,4419.0,NS2 Weak joint elimination,Conveyor Vulcanising,Weak joint elimination
08.00,33.0,1.0,3301.0,Machine at Over haul,Planned SME OH,Over haul
08.00,44.0,19.0,4419.0,NS2 Weak joint elimination,Conveyor Vulcanising,Weak joint elimination
08.00,44.0,19.0,4419.0,NS2 Weak joint elimination,Conveyor Vulcanising,Weak joint elimination
08.00,44.0,19.0,4419.0,NS2 Weak joint elimination,Conveyor Vulcanising,Weak joint elimination
08.00,33.0,1.0,3301.0,Over haul,Planned SME OH,Over haul
08.00,94.0,4.0,9404.0,NS2 WEAK JOINT ELE,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,NS2 WEAK JOINT EL,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,94.0,4.0,9404.0,NS2WE AK JOINT EIE,Unplanned Vulcanising,Conveyor unplanned vulcanising
08.00,33.0,1.0,3301.0,Over haul,Planned SME OH,Over haul
08.00,34.0,4.0,3404.0,NS2 weak joint elimination,Planned VULCANSING,Conveyor planned vulcanising works
08.00,34.0,4.0,3404.0,NS2 weak joint elimination,Planned VULCANSING,Conveyor planned vulcanising works
08.00,34.0,4.0,3404.0,NS2 weak joint elimination,Planned VULCANSING,Conveyor planned vulcanising works
08.00,33.0,1.0,3301.0,Over haul,Planned SME OH,Over haul
05.00,34.0,4.0,3404.0,NS2 weak joint elimination,Planned VULCANSING,Conveyor planned vulcanising works
00.30,48.0,16.0,4816.0,NS2 Electrical trouble,Conveyor Electrical,Electrical work/trouble.
05.00,34.0,4.0,3404.0,NS2 weak joint elimination,Planned VULCANSING,Conveyor planned vulcanising works
00.30,48.0,16.0,4816.0,NS2 Electrical trouble,Conveyor Electrical,Electrical work/trouble.
05.00,34.0,4.0,3404.0,NS2 weak joint elimination,Planned VULCANSING,Conveyor planned vulcanising works
00.30,48.0,16.0,4816.0,NS2 Electrical trouble,Conveyor Electrical,Electrical work/trouble.
08.00,33.0,1.0,3301.0,Over haul,Planned SME OH,Over haul
00.10,44.0,5.0,4405.0,NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
00.15,44.0,5.0,4405.0,NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
00.10,44.0,5.0,4405.0,NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
00.15,44.0,5.0,4405.0,NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
00.10,44.0,5.0,4405.0,NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
01.05,10.0,16.0,1016.0,Foreign material removal from cutface,BWE Operation,Foreign material removal from cutface
00.15,44.0,5.0,4405.0,NS7 Center core cutting,Conveyor Vulcanising,Center core cutting
02.00,30.0,2.0,3002.0,Daily maintenance,Planned Operation,Daily maintenance
00.30,11.0,99.0,1199.0,RP circumference wall correrction,BWE MM,Other works
08.00,33.0,1.0,3301.0,Over haul,Planned SME OH,Over haul
01.45,44.0,99.0,4499.0,RP Circumfential wall correction works,Conveyor Vulcanising,Others
00.10,44.0,99.0,4499.0,NS5 ply piece cutting,Conveyor Vulcanising,Others
01.45,44.0,9.0,4409.0,"NS5 & NS7 BTR Clamp fixing & NS5 TE ""V"" wiper adjustment",Conveyor Vulcanising,BTR Clamp fixing
00.10,44.0,99.0,4499.0,NS5 ply piece cutting,Conveyor Vulcanising,Others
01.45,11.0,99.0,1199.0,RP circumferential wall correction,BWE MM,Other works
08.00,33.0,1.0,3301.0,Over haul,Planned SME OH,Over haul
